Time , PGN , Source Adress , Destionation Address , Prioirty , Data
1547754866.093014 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.102958 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.103558 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.10411 , 61184 , 255 , 0 , 6 , 64 10 0B 0B 00 00 00 7D 
1547754866.104684 , 65270 , 255 , 0 , 6 , FF 00 47 FF 00 FF FF FF 
1547754866.105257 , 60160 , 255 , 0 , 7 , 02 0F D5 8D 20 E3 7A 31 
1547754866.112972 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.122925 , 61184 , 250 , 0 , 6 , 64 01 FF 00 00 FF FF FF 
1547754866.1235 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.124072 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.132961 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.14292 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.143538 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.15302 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.156209 , 60160 , 255 , 0 , 7 , 03 F1 C0 44 FF FF 04 01 
1547754866.162981 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.163555 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.164152 , 65266 , 255 , 0 , 6 , 00 00 FF FF FF FF FF FF 
1547754866.172977 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.182921 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.183449 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.184066 , 61184 , 6 , 0 , 6 , 64 0E 17 06 FF FF FF FF 
1547754866.185573 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.18614 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.186718 , 0 , 0 , 6 , 3 , 30 FF FF FF F8 FF FF FF 
1547754866.192991 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.202911 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.203509 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.204057 , 60928 , 255 , 0 , 6 , 56 F5 29 04 00 00 02 20 
1547754866.204635 , 61184 , 255 , 0 , 6 , 64 10 0B 0B 00 00 00 7D 
1547754866.205206 , 60160 , 255 , 0 , 7 , 04 20 4E 00 01 FA C9 FA 
1547754866.205749 , 126720 , 6 , 71 , 3 , 01 04 FF FF FF FF FF F1 
1547754866.206349 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.206936 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.207475 , 65531 , 255 , 6 , 6 , 00 05 7D F8 FF FF FF FF 
1547754866.208053 , 65534 , 255 , 6 , 3 , 5C 27 1D 27 1D FF FF FF 
1547754866.208425 , 59904 , 255 , 71 , 6 , 00 EE 00 
1547754866.212925 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.222929 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.2235 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.224049 , 65262 , 255 , 0 , 6 , 53 43 FF FF FF FF FF FF 
1547754866.225576 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.226148 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.232947 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.242892 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.24349 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.245543 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.246114 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.246663 , 65097 , 255 , 71 , 3 , FF FF FF FF FF FF FF FF 
1547754866.247263 , 65091 , 255 , 71 , 3 , FF FF FF FF FF FF FF FF 
1547754866.247864 , 65092 , 255 , 71 , 3 , 00 00 FF FF 3F FF FF FF 
1547754866.252938 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.253536 , 65247 , 255 , 0 , 6 , 7D 26 1D FF FF FF FF FF 
1547754866.2564 , 60928 , 255 , 0 , 6 , 56 F5 29 04 00 00 02 20 
1547754866.256987 , 60160 , 255 , 0 , 7 , 05 C0 5D 00 00 FF FF FF 
1547754866.262899 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.263505 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.264104 , 65266 , 255 , 0 , 6 , 00 00 FF FF FF FF FF FF 
1547754866.265557 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.266101 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.272929 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.28287 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.283446 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.284018 , 61184 , 6 , 0 , 6 , 64 0E 21 00 FF FF FF FF 
1547754866.285544 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.286092 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.286669 , 65265 , 255 , 71 , 6 , FF 00 00 FF FF FF FF FF 
1547754866.287292 , 61445 , 255 , 3 , 6 , FF FF FF FF FF FF FF FF 
1547754866.292944 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.302907 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.303482 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.304053 , 61184 , 255 , 0 , 6 , 64 10 0B 0B 00 00 00 7D 
1547754866.304632 , 65271 , 255 , 0 , 6 , FF FF FF FF FF FF A2 00 
1547754866.305428 , 126720 , 6 , 71 , 3 , 01 04 FF FF FF FF FF F1 
1547754866.306034 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.306604 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.312928 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.322872 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.323445 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.325526 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.326069 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.326646 , 65097 , 255 , 71 , 3 , FF FF FF FF FF FF FF FF 
1547754866.327244 , 65091 , 255 , 71 , 3 , FF FF FF FF FF FF FF FF 
1547754866.327845 , 65092 , 255 , 71 , 3 , 00 00 FF FF 3F FF FF FF 
1547754866.328388 , 65534 , 255 , 6 , 3 , 5C 27 1D 27 1D FF FF FF 
1547754866.332887 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.342832 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.343437 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.345431 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.346057 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.352935 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.354083 , 60928 , 255 , 71 , 6 , 4D 74 30 04 00 34 02 20 
1547754866.354655 , 60928 , 255 , 6 , 6 , 4D 74 30 04 00 0E 00 20 
1547754866.355227 , 60928 , 255 , 3 , 6 , 4D 74 30 04 00 03 02 20 
1547754866.362881 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.363452 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.364049 , 65266 , 255 , 0 , 6 , 00 00 FF FF FF FF FF FF 
1547754866.365502 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.366073 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.366625 , 65265 , 255 , 71 , 6 , FF 00 00 FF FF FF FF FF 
1547754866.367217 , 61445 , 255 , 3 , 6 , FF FF FF FF FF FF FF FF 
1547754866.372926 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.382843 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.383442 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.384016 , 61184 , 6 , 0 , 6 , 64 0E 2B 00 FF FF FF FF 
1547754866.385495 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.386011 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.392889 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.40286 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.40343 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.404004 , 61184 , 255 , 0 , 6 , 64 10 0B 0B 00 00 00 7D 
1547754866.404582 , 65237 , 255 , 0 , 6 , FF FF FC FF FF FF FF FF 
1547754866.405407 , 126720 , 6 , 71 , 3 , 01 04 FF FF FF FF FF F1 
1547754866.406004 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.406554 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.407129 , 65534 , 255 , 6 , 3 , 5C 27 1D 27 1D FF FF FF 
1547754866.412873 , 61444 , 255 , 0 , 3 , F0 FF 7D 00 00 FF FF FF 
1547754866.422816 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.423423 , 61184 , 255 , 0 , 3 , 64 06 00 7D FF FF FF FF 
1547754866.425446 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.42602 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.432918 , 61444 , 255 , 0 , 3 , F0 FF 7D 8C 05 FF FF FF 
1547754866.442865 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.443437 , 61184 , 255 , 0 , 3 , 64 06 F7 7C FF FF FF FF 
1547754866.444035 , 64947 , 255 , 0 , 6 , FF FF D4 28 FF FF FF FF 
1547754866.44586 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.447086 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.447661 , 65097 , 255 , 71 , 3 , FF FF FF FF FF FF FF FF 
1547754866.448259 , 65091 , 255 , 71 , 3 , FF FF FF FF FF FF FF FF 
1547754866.448835 , 65092 , 255 , 71 , 3 , 00 00 FF FF 3F FF FF FF 
1547754866.452906 , 61444 , 255 , 0 , 3 , F0 FF 7D A6 05 FF FF FF 
1547754866.462929 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.4635 , 61184 , 255 , 0 , 3 , 64 06 F7 7C FF FF FF FF 
1547754866.464101 , 65266 , 255 , 0 , 6 , 00 00 FF FF FF FF FF FF 
1547754866.465854 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.467075 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.4729 , 61444 , 255 , 0 , 3 , F0 FF 7D A6 05 FF FF FF 
1547754866.482869 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.483441 , 61184 , 255 , 0 , 3 , 64 06 F7 7C FF FF FF FF 
1547754866.484017 , 61184 , 6 , 0 , 6 , 64 0E 35 00 FF FF FF FF 
1547754866.485843 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.487064 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.487596 , 65265 , 255 , 71 , 6 , FF 00 00 FF FF FF FF FF 
1547754866.488239 , 61445 , 255 , 3 , 6 , FF FF FF FF FF FF FF FF 
1547754866.492889 , 61444 , 255 , 0 , 3 , F0 FF 7D A6 05 FF FF FF 
1547754866.502836 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.503431 , 61184 , 255 , 0 , 3 , 64 06 F7 7C FF FF FF FF 
1547754866.504005 , 61184 , 255 , 0 , 6 , 64 10 00 00 00 00 00 7D 
1547754866.50458 , 65247 , 255 , 0 , 6 , 80 26 1D FF FF FF FF FF 
1547754866.505757 , 126720 , 6 , 71 , 3 , 01 04 FF FF FF FF FF F1 
1547754866.50638 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.507578 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.512904 , 61444 , 255 , 0 , 3 , F0 FF 7D A6 05 FF FF FF 
1547754866.52285 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.523421 , 61184 , 255 , 0 , 3 , 64 06 F7 7C FF FF FF FF 
1547754866.523995 , 65263 , 255 , 0 , 6 , FF FF FF 15 FF FF FF FA 
1547754866.526122 , 126720 , 6 , 3 , 3 , 01 01 FF FF FF FF FF F5 
1547754866.52732 , 61184 , 0 , 6 , 1 , 64 15 10 F0 00 00 93 0E 
1547754866.527894 , 65097 , 255 , 71 , 3 , FF FF FF FF FF FF FF FF 
1547754866.528493 , 65535 , 255 , 71 , 3 , 5D FF FF F3 FF FF FF FF 
1547754866.532929 , 61444 , 255 , 0 , 3 , F0 FF 7D A6 05 FF FF FF 
1547754866.542814 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.543387 , 61184 , 255 , 0 , 3 , 64 06 F7 7C FF FF FF FF 
1547754866.552888 , 61444 , 255 , 0 , 3 , F0 FF 7D 20 05 FF FF FF 
1547754866.56288 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.563451 , 61184 , 255 , 0 , 3 , 64 06 F8 7C FF FF FF FF 
1547754866.564025 , 65266 , 255 , 0 , 6 , 00 00 FF FF FF FF FF FF 
1547754866.57285 , 61444 , 255 , 0 , 3 , F0 FF 7D 1C 05 FF FF FF 
1547754866.582819 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.583391 , 61184 , 255 , 0 , 3 , 64 06 F8 7C FF FF FF FF 
1547754866.583968 , 61184 , 6 , 0 , 6 , 64 0E 3F 00 FF FF FF FF 
1547754866.592891 , 61444 , 255 , 0 , 3 , F0 FF 7D 1C 05 FF FF FF 
1547754866.602808 , 61443 , 255 , 0 , 3 , FF 00 00 FF 07 FF FF FF 
1547754866.603384 , 61184 , 255 , 0 , 3 , 64 06 F8 7C FF FF FF FF 
1547754866.603982 , 61184 , 255 , 0 , 6 , 64 10 00 00 00 00 00 7D 
1547754866.604557 , 65270 , 255 , 0 , 6 , FF 00 42 FF 00 FF FF FF 
1547754866.612828 , 61444 , 255 , 0 , 3 , F0 FF 7D 1C 05 FF FF FF 
1547754866.6228 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.623398 , 61184 , 255 , 0 , 3 , 64 06 F8 7C FF FF FF FF 
1547754866.632844 , 61444 , 255 , 0 , 3 , F0 FF 7D 18 06 FF FF FF 
1547754866.642789 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.643361 , 61184 , 255 , 0 , 3 , 64 06 F6 7C FF FF FF FF 
1547754866.652835 , 61444 , 255 , 0 , 3 , F0 FF 7D A8 06 FF FF FF 
1547754866.65341 , 65530 , 255 , 0 , 6 , 02 2C 00 00 18 0C 00 00 
1547754866.662803 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.663354 , 61184 , 255 , 0 , 3 , 64 06 F5 7C FF FF FF FF 
1547754866.663951 , 65266 , 255 , 0 , 6 , 00 00 FF FF FF FF FF FF 
1547754866.672848 , 61444 , 255 , 0 , 3 , F0 FF 7D AA 06 FF FF FF 
1547754866.682715 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.683341 , 61184 , 255 , 0 , 3 , 64 06 F5 7C FF FF FF FF 
1547754866.683916 , 61184 , 6 , 0 , 6 , 64 0E 49 00 FF FF FF FF 
1547754866.684492 , 65269 , 255 , 0 , 6 , C8 FF FF FF FF 3D FF FF 
1547754866.692788 , 61444 , 255 , 0 , 3 , F0 FF 7D AA 06 FF FF FF 
1547754866.702759 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.703332 , 61184 , 255 , 0 , 3 , 64 06 F5 7C FF FF FF FF 
1547754866.703904 , 61184 , 255 , 0 , 6 , 64 10 00 00 00 00 00 7D 
1547754866.712802 , 61444 , 255 , 0 , 3 , F0 FF 7D AA 06 FF FF FF 
1547754866.722693 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.723323 , 61184 , 255 , 0 , 3 , 64 06 F5 7C FF FF FF FF 
1547754866.723895 , 65129 , 255 , 0 , 6 , 70 25 92 27 FF FF 60 FE 
1547754866.732794 , 61444 , 255 , 0 , 3 , F0 FF 7D AA 06 FF FF FF 
1547754866.742764 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.743336 , 61184 , 255 , 0 , 3 , 64 06 F5 7C FF FF FF FF 
1547754866.752782 , 61444 , 255 , 0 , 3 , F0 FF 7D 70 04 FF FF FF 
1547754866.753359 , 65247 , 255 , 0 , 6 , 81 FE 1C FF FF FF FF FF 
1547754866.762751 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.763305 , 61184 , 255 , 0 , 3 , 64 06 F9 7C FF FF FF FF 
1547754866.7639 , 65266 , 255 , 0 , 6 , 00 00 FF FF FF FF FF FF 
1547754866.772772 , 61444 , 255 , 0 , 3 , F0 FF 7D 52 04 FF FF FF 
1547754866.782718 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.783291 , 61184 , 255 , 0 , 3 , 64 06 F9 7C FF FF FF FF 
1547754866.783865 , 61184 , 6 , 0 , 6 , 64 0E 53 06 FF FF FF FF 
1547754866.792764 , 61444 , 255 , 0 , 3 , F0 FF 7D 52 04 FF FF FF 
1547754866.80271 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.803286 , 61184 , 255 , 0 , 3 , 64 06 F9 7C FF FF FF FF 
1547754866.803884 , 61184 , 255 , 0 , 6 , 64 10 00 00 00 00 00 7D 
1547754866.812755 , 61444 , 255 , 0 , 3 , F0 FF 7D 02 09 FF FF FF 
1547754866.822703 , 61443 , 255 , 0 , 3 , FF 00 00 FF 06 FF FF FF 
1547754866.823277 , 61184 , 255 , 0 , 3 , 64 06 F2 7C FF FF FF FF 
1547754866.832746 , 61444 , 255 , 0 , 3 , FE FF 7D 4E 07 FF FF FF 
1547754866.842743 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754866.843316 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754866.84389 , 64892 , 255 , 0 , 6 , F8 80 F0 F0 00 CF 03 FC 
1547754866.852785 , 61444 , 255 , 0 , 3 , FE FF B7 A2 06 FF FF FF 
1547754866.86273 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754866.863307 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754866.86388 , 65266 , 255 , 0 , 6 , 1A 00 FF FF FF FF FF FF 
1547754866.872725 , 61444 , 255 , 0 , 3 , FE FF B7 DC 05 FF FF FF 
1547754866.882722 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754866.883294 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754866.88387 , 61184 , 6 , 0 , 6 , 64 0E 5D 06 FF FF FF FF 
1547754866.89274 , 61444 , 255 , 0 , 3 , FE FF B6 16 05 FF FF FF 
1547754866.902686 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754866.903261 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754866.90386 , 61184 , 255 , 0 , 6 , 64 10 00 00 00 00 00 7D 
1547754866.912708 , 61444 , 255 , 0 , 3 , FE FF B6 C0 05 FF FF FF 
1547754866.922733 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754866.923301 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754866.932766 , 61444 , 255 , 0 , 3 , FE FF B6 EA 06 FF FF FF 
1547754866.942686 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754866.943256 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754866.943832 , 64947 , 255 , 0 , 6 , FF FF C8 28 FF FF FF FF 
1547754866.944405 , 61184 , 255 , 0 , 7 , 64 07 00 00 FF FF FF FF 
1547754866.952726 , 61444 , 255 , 0 , 3 , FE FF B7 7C 07 FF FF FF 
1547754866.962726 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754866.963307 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754866.96387 , 65266 , 255 , 0 , 6 , 1E 00 FF FF FF FF FF FF 
1547754866.972723 , 61444 , 255 , 0 , 3 , FE FF B7 86 07 FF FF FF 
1547754866.982692 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754866.983263 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754866.983806 , 61184 , 6 , 0 , 6 , 64 0E 67 06 FF FF FF FF 
1547754866.992714 , 61444 , 255 , 0 , 3 , FE FF B7 54 07 FF FF FF 
1547754867.002683 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754867.003254 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754867.00385 , 61184 , 255 , 0 , 6 , 64 10 00 00 00 00 00 7D 
1547754867.004427 , 65247 , 255 , 0 , 6 , 81 20 1C FF FF FF FF FF 
1547754867.012725 , 61444 , 255 , 0 , 3 , FE FF B7 00 07 FF FF FF 
1547754867.022645 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754867.023216 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754867.023793 , 65263 , 255 , 0 , 6 , FF FF FF 44 FF FF FF FA 
1547754867.032691 , 61444 , 255 , 0 , 3 , FE FF B7 CA 06 FF FF FF 
1547754867.042763 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754867.043333 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754867.05268 , 61444 , 255 , 0 , 3 , FE FF B7 2A 06 FF FF FF 
1547754867.062775 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
1547754867.063346 , 61184 , 255 , 0 , 3 , 64 06 8C 7D FF FF FF FF 
1547754867.063921 , 65266 , 255 , 0 , 6 , 19 00 FF FF FF FF FF FF 
1547754867.07272 , 61444 , 255 , 0 , 3 , FE FF B7 5C 05 FF FF FF 
1547754867.08269 , 61443 , 255 , 0 , 3 , FF 00 64 FF 06 FF FF FF 
